id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
15396	genus	Thermovirga	1	3	3			3.00	0.00	[3]
15397	genus	Halanaerobium	2	4	4			4.00	0.00	[4, 4]
15398	genus	Denitrovibrio	1	2	2			2.00	0.00	[2]
15399	genus	Niabella	2	2	2			2.00	0.00	[2, 2]
15400	genus	Methylosinus	1	3	3			3.00	0.00	[3]
15401	genus	Clostridioides	1	10	12			11.92	0.00	[11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
15402	genus	Candidatus Azobacteroides	1	2	2			2.00	0.00	[2, 2]
15403	genus	Lelliottia	4	7	8			7.75	0.43	[8, 7, 7, 8, 8]
15404	genus	Halopiger	1	3	3			3.00	0.00	[3]
15405	genus	Alkaliphilus	2	8	10			9.00	1.00	[8, 10]
15406	genus	Mogibacterium	1	2	2			2.00	0.00	[2]
15407	genus	Bordetella	17	3	5			3.09	0.35	[3, 3, 4, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15408	genus	Rhodomicrobium	1	2	2			2.00	0.00	[2]
15409	genus	Pseudopropionibacterium	1	2	2			2.00	0.00	[2]
15410	genus	Methyloversatilis	1	2	2			2.00	0.00	[2]
15411	genus	Polymorphum	1	2	2			2.00	0.00	[2]
15412	genus	Virgibacillus	6	6	8			6.83	0.69	[8, 7, 6, 7, 7, 6]
15413	genus	Hirschia	1	2	2			2.00	0.00	[2]
15414	genus	Raoultella	3	8	8			8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8]
15415	genus	Acinetobacter	33	1	7			6.59	0.49	[7, 7, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7, 7, 7, 6, 6, 7, 7, 6, 6, 6, 6, 7, 7, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 7]
15416	genus	Methanobacterium	7	2	3			2.29	0.45	[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]
15417	genus	Candidatus Accumulibacter	1	2	2			2.00	0.00	[2]
15418	genus	Acidihalobacter	1	1	1			1.00	0.00	[1]
15419	genus	Marivivens	1	3	3			3.00	0.00	[3]
15420	genus	Oceanimonas	1	7	7			7.00	0.00	[7]
15421	genus	Cellulosimicrobium	2	3	3			3.00	0.00	[3, 3]
15422	genus	Haloarcobacter	1	4	4			4.00	0.00	[4]
15423	genus	Streptacidiphilus	1	8	8			8.00	0.00	[8]
15424	genus	Oligotropha	1	1	1			1.00	0.00	[1, 1, 1]
15425	genus	Methanococcoides	2	3	3			3.00	0.00	[3, 3]
15426	genus	Candidatus Endolissoclinum	1	1	1			1.00	0.00	[1, 1]
15427	genus	Bradymonas	1	5	5			5.00	0.00	[5]
15428	genus	Ralstonia	4	2	4			2.80	0.55	[4, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2]
15429	genus	Blautia	3	5	5			5.00	0.00	[5, 5, 5]
15430	genus	Thermobacillus	1	5	5			5.00	0.00	[5]
15431	genus	Cellulophaga	3	4	5			4.33	0.47	[4, 4, 4, 4, 4, 5]
15432	genus	Oceanobacillus	3	7	10			9.17	1.18	[10, 7, 8, 10]
15433	genus	Pseudodesulfovibrio	3	1	3			2.00	0.82	[3, 1, 2]
15434	genus	Fibrobacter	1	3	3			3.00	0.00	[3, 3]
15435	genus	Simkania	1	1	1			1.00	0.00	[1]
15436	genus	Thermogutta	1	1	1			1.00	0.00	[1]
15437	genus	Corallococcus	1	3	3			3.00	0.00	[3]
15438	genus	Acetoanaerobium	1	6	6			6.00	0.00	[6]
15439	genus	Seonamhaeicola	1	2	2			2.00	0.00	[2]
15440	genus	Aliiarcobacter	2	5	5			5.00	0.00	[5, 5, 5, 5, 5]
15441	genus	Brachyspira	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
15442	genus	Haloterrigena	2	2	3			2.50	0.50	[2, 3]
15443	genus	Methylocystis	2	1	2			1.50	0.50	[1, 2]
15444	genus	Dehalococcoides	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15445	genus	Prochlorococcus	3	1	2			1.03	0.05	[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]
15446	genus	Pseudogulbenkiania	1	8	8			8.00	0.00	[8]
15447	genus	Asaia	1	5	5			5.00	0.00	[5]
15448	genus	Planctomyces	2	2	4			3.00	1.00	[2, 4]
15449	genus	Cellulomonas	4	2	2			2.00	0.00	[2, 2, 2, 2]
15450	genus	Nostoc	10	3	6			4.30	0.78	[4, 5, 4, 4, 4, 5, 4, 4, 6, 3]
15451	genus	Ferrimonas	1	7	7			7.00	0.00	[7]
15452	genus	Ochrobactrum	4	4	5			4.50	0.50	[4, 4, 5, 4, 5]
15453	genus	Ahniella	1	2	2			2.00	0.00	[2]
15454	genus	Metallosphaera	3	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
15455	genus	Comamonas	3	2	9			4.56	0.42	[5, 3, 9, 2, 4]
15456	genus	Kyrpidia	2	5	5			5.00	0.00	[5, 5]
15457	genus	Candidatus Symbiobacter	1	2	2			2.00	0.00	[2]
15458	genus	Kingella	1	4	4			4.00	0.00	[4]
15459	genus	Ezakiella	1	2	2			2.00	0.00	[2]
15460	genus	Dolichospermum	1	5	5			5.00	0.00	[5, 5, 5]
15461	genus	Leptospirillum	3	2	3			2.33	0.47	[2, 2, 2, 3]
15462	genus	Syntrophomonas	1	3	3			3.00	0.00	[3]
15463	genus	Candidatus Carsonella	1	1	1			1.00	0.00	[1]
15464	genus	Methyloceanibacter	2	1	1			1.00	0.00	[1, 1]
15465	genus	Formosa	2	2	2			2.00	0.00	[2, 2]
15466	genus	Macrococcus	3	4	5			4.83	0.24	[5, 5, 4, 5]
15467	genus	Shinella	1	3	3			3.00	0.00	[3]
15468	genus	Laceyella	1	12	12			12.00	0.00	[12]
15469	genus	Coprothermobacter	1	2	2			2.00	0.00	[2]
15470	genus	Parascardovia	1	2	2			2.00	0.00	[2]
15471	genus	Candidatus Ruthia	1	1	1			1.00	0.00	[1]
15472	genus	Arthrospira	1	2	2			2.00	0.00	[2]
15473	genus	Kluyvera	1	7	7			7.00	0.00	[7]
15474	genus	Aminobacterium	1	3	3			3.00	0.00	[3]
15475	genus	Opitutus	1	1	1			1.00	0.00	[1]
15476	genus	Thioflavicoccus	1	2	2			2.00	0.00	[2]
15477	genus	Waddlia	1	2	2			2.00	0.00	[2]
15478	genus	Paludisphaera	1	3	3			3.00	0.00	[3]
15479	genus	Aggregatibacter	3	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15480	genus	Methanolobus	1	3	3			3.00	0.00	[3]
15481	genus	Filimonas	1	5	5			5.00	0.00	[5]
15482	genus	Auritidibacter	1	2	2			2.00	0.00	[2]
15483	genus	Thermofilum	4	1	1			1.00	0.00	[1, 1, 1, 1]
15484	genus	Marinomonas	3	7	8			7.67	0.47	[7, 8, 8]
15485	genus	Planococcus	11	8	11			9.18	0.72	[9, 9, 9, 9, 9, 8, 11, 10, 9, 9, 9, 9]
15486	genus	Belliella	1	4	4			4.00	0.00	[4]
15487	genus	Halogeometricum	1	2	2			2.00	0.00	[2]
15488	genus	Acetobacter	9	3	5			4.66	0.66	[4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5]
15489	genus	Azospira	1	2	2			2.00	0.00	[2]
15490	genus	Actinomyces	11	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15490   genus   Schaalia     11      3       3                       3.00    0.00    [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15491	genus	Petrotoga	1	2	2			2.00	0.00	[2]
15492	genus	Mycolicibacter	2	2	2			2.00	0.00	[2, 2]
15493	genus	Petrimonas	1	2	2			2.00	0.00	[2]
15494	genus	Bibersteinia	1	6	6			6.00	0.00	[6, 6, 6, 6]
15495	genus	Chromohalobacter	1	5	5			5.00	0.00	[5]
15496	genus	Candidatus Amoebophilus	1	1	1			1.00	0.00	[1]
15497	genus	Hyphomicrobium	3	1	1			1.00	0.00	[1, 1, 1, 1]
15498	genus	Sulfuricurvum	1	3	3			3.00	0.00	[3]
15499	genus	Parvularcula	1	1	1			1.00	0.00	[1]
15500	genus	Psychromonas	2	10	10			10.00	0.00	[10, 10]
15501	genus	Actinosynnema	2	5	5			5.00	0.00	[5, 5, 5]
15502	genus	Thermosynechococcus	1	1	1			1.00	0.00	[1]
15503	genus	Methanolacinia	1	2	2			2.00	0.00	[2]
15504	genus	Chloroflexus	2	3	3			3.00	0.00	[3, 3, 3]
15505	genus	Brucella	13	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15506	genus	Chromobacterium	6	8	8			8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8]
15507	genus	Limnobaculum	1	7	7			7.00	0.00	[7]
15508	genus	Ethanoligenens	1	3	3			3.00	0.00	[3, 3]
15509	genus	Rhizobacter	1	3	3			3.00	0.00	[3, 3]
15510	genus	Desulfarculus	1	1	1			1.00	0.00	[1]
15511	genus	Oceanicoccus	1	2	2			2.00	0.00	[2]
15512	genus	Luteibacter	1	2	2			2.00	0.00	[2]
15513	genus	Dehalobacter	3	3	4			3.33	0.47	[3, 4, 3]
15514	genus	Candidatus Thioglobus	2	1	1			1.00	0.00	[1, 1, 1]
15515	genus	Fusobacterium	8	3	8			6.02	1.17	[6, 7, 7, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 4, 4, 5, 3, 5, 5, 5, 5, 5, 4, 5, 6, 7, 7]
15516	genus	Jeotgalibaca	2	6	6			6.00	0.00	[6, 6]
15517	genus	Sulfurovum	2	3	3			3.00	0.00	[3, 3]
15518	genus	Natrialba	1	3	3			3.00	0.00	[3]
15519	genus	Austwickia	1	2	2			2.00	0.00	[2]
15520	genus	Sagittula	1	2	2			2.00	0.00	[2]
15521	genus	Methanothermus	1	2	2			2.00	0.00	[2]
15522	genus	Echinicola	2	4	4			4.00	0.00	[4, 4]
15523	genus	Defluviimonas	1	2	2			2.00	0.00	[2]
15524	genus	Pimelobacter	1	2	2			2.00	0.00	[2]
15525	genus	Simiduia	1	3	3			3.00	0.00	[3]
15526	genus	Phreatobacter	1	2	2			2.00	0.00	[2]
15527	genus	Nitrospira	4	1	1			1.00	0.00	[1, 1, 1, 1]
15528	genus	Gemmobacter	1	3	3			3.00	0.00	[3]
15529	genus	Xanthobacter	1	2	2			2.00	0.00	[2]
15530	genus	Synechocystis	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2]
15531	genus	Saccharophagus	1	2	2			2.00	0.00	[2]
15532	genus	Ramlibacter	1	1	2			1.50	0.00	[1, 2]
15533	genus	Mycobacterium	32	1	3			1.49	0.55	[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15534	genus	Nocardiopsis	3	5	6			5.33	0.47	[6, 5, 5, 5, 5]
15535	genus	Variibacter	1	1	1			1.00	0.00	[1]
15536	genus	Sulfuricella	1	2	2			2.00	0.00	[2]
15537	genus	Gramella	4	3	3			3.00	0.00	[3, 3, 3, 3]
15538	genus	Lacimicrobium	1	4	4			4.00	0.00	[4]
15539	genus	Methanothermobacter	4	2	2			2.00	0.00	[2, 2, 2, 2]
15540	genus	Collimonas	3	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
15541	genus	Thermogladius	1	1	1			1.00	0.00	[1]
15542	genus	Epibacterium	1	4	4			4.00	0.00	[4]
15543	genus	Deinococcus	15	3	5			3.43	0.60	[3, 3, 3, 4, 3, 5, 4, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3]
15544	genus	Weeksella	1	5	5			5.00	0.00	[5]
15545	genus	Candidatus Korarchaeum	1	1	1			1.00	0.00	[1]
15546	genus	Candidatus Sulcia	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15547	genus	Labrenzia	3	3	3			3.00	0.00	[3, 3, 3]
15548	genus	Limnohabitans	2	2	3			2.50	0.50	[3, 2]
15549	genus	Tistrella	1	4	4			4.00	0.00	[4]
15550	genus	Histophilus	1	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5]
15551	genus	Rhodothermus	1	1	1			1.00	0.00	[1, 1]
15552	genus	Xylanimonas	1	3	3			3.00	0.00	[3]
15553	genus	Kutzneria	1	3	3			3.00	0.00	[3]
15554	genus	Desulfallas	1	8	8			8.00	0.00	[8]
15555	genus	Arcanobacterium	1	4	4			4.00	0.00	[4, 4]
15556	genus	Microlunatus	1	1	1			1.00	0.00	[1]
15557	genus	Heliobacterium	1	10	10			10.00	0.00	[10]
15558	genus	Niastella	1	3	3			3.00	0.00	[3]
15559	genus	Crinalium	1	4	4			4.00	0.00	[4]
15560	genus	Brevibacillus	3	11	17			14.33	2.18	[12, 11, 12, 15, 14, 14, 17]
15561	genus	Blastococcus	1	3	3			3.00	0.00	[3]
15562	genus	Komagataeibacter	6	2	5			4.33	1.07	[4, 5, 5, 2, 5, 4, 4, 5, 5, 5]
15563	genus	Acidovorax	8	3	4			3.25	0.43	[4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3]
15564	genus	Advenella	2	2	2			2.00	0.00	[2, 2]
15565	genus	Aurantimicrobium	3	1	1			1.00	0.00	[1, 1, 1]
15566	genus	Halocynthiibacter	1	3	3			3.00	0.00	[3]
15567	genus	Rhodoplanes	1	1	1			1.00	0.00	[1]
15568	genus	Providencia	5	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15569	genus	Glaesserella	1	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6]
15570	genus	Aureimonas	1	1	1			1.00	0.00	[1]
15571	genus	Rhizobium	26	3	6			3.23	0.64	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15572	genus	Leclercia	3	8	8			8.00	0.00	[8, 8, 8]
15573	genus	Klebsiella	9	7	9			7.99	0.04	[8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
15574	genus	Geodermatophilus	1	3	3			3.00	0.00	[3]
15575	genus	Zymomonas	1	2	3			2.83	0.00	[3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3]
15576	genus	Dietzia	5	2	4			3.00	0.89	[3, 4, 4, 2, 2]
15577	genus	Nitrospirillum	1	5	5			5.00	0.00	[5]
15578	genus	Rhodoluna	2	1	1			1.00	0.00	[1, 1]
15579	genus	Oenococcus	1	2	2			2.00	0.00	[2, 2]
15580	genus	Myxococcus	5	3	4			3.60	0.49	[4, 4, 3, 3, 4, 3]
15581	genus	Picrophilus	1	1	1			1.00	0.00	[1]
15582	genus	Ehrlichia	5	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15583	genus	Herminiimonas	2	2	2			2.00	0.00	[2, 2]
15584	genus	Chlorobium	4	1	2			1.50	0.50	[1, 1, 2, 2, 2]
15585	genus	Winogradskyella	2	2	2			2.00	0.00	[2, 2]
15586	genus	Brenneria	1	7	7			7.00	0.00	[7]
15587	genus	Muribaculum	1	4	4			4.00	0.00	[4]
15588	genus	Desulfobacterium	1	6	6			6.00	0.00	[6]
15589	genus	Fluviicola	1	2	2			2.00	0.00	[2]
15590	genus	Herbinix	1	4	4			4.00	0.00	[4]
15591	genus	Acidilobus	2	1	1			1.00	0.00	[1, 1]
15592	genus	Sphingobacterium	5	4	8			6.00	1.67	[8, 4, 7, 4, 7]
15593	genus	Candidatus Solibacter	1	2	2			2.00	0.00	[2]
15594	genus	Bartonella	16	2	3			2.06	0.24	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]
15595	genus	Aerococcus	6	4	7			4.75	1.15	[7, 4, 4, 4, 4, 6, 5, 4]
15596	genus	Denitrobacterium	1	3	3			3.00	0.00	[3]
15597	genus	Desulfurella	2	2	2			2.00	0.00	[2, 2, 2]
15598	genus	Wolbachia	10	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15599	genus	Caldisphaera	1	1	1			1.00	0.00	[1]
15600	genus	Candidatus Nitrosomarinus	1	1	1			1.00	0.00	[1]
15601	genus	Delftia	4	5	5			5.00	0.00	[5, 5, 5, 5]
15602	genus	Psychromicrobium	1	2	2			2.00	0.00	[2]
15603	genus	Aeribacillus	1	7	7			7.00	0.00	[7]
15604	genus	Paenarthrobacter	1	6	6			6.00	0.00	[6]
15605	genus	Propionimicrobium	1	2	2			2.00	0.00	[2]
15606	genus	Faecalibacterium	1	6	6			6.00	0.00	[6, 6, 6, 6]
15607	genus	Caldithrix	1	1	1			1.00	0.00	[1]
15608	genus	Peptoclostridium	2	7	15			11.00	4.00	[7, 15]
15609	genus	Halorientalis	1	2	2			2.00	0.00	[2]
15610	genus	Oscillatoria	2	2	3			2.50	0.50	[3, 2]
15611	genus	Azospirillum	5	7	10			9.10	0.66	[9, 7, 9, 9, 9, 10, 9, 10]
15612	genus	Salinibacterium	1	2	2			2.00	0.00	[2]
15613	genus	Jeongeupia	1	5	5			5.00	0.00	[5]
15614	genus	Thiolapillus	1	1	1			1.00	0.00	[1]
15615	genus	Oblitimonas	1	3	5			4.33	0.00	[5, 3, 5, 4, 4, 5]
15616	genus	Pseudarcicella	1	3	3			3.00	0.00	[3]
15617	genus	Terribacillus	1	8	8			8.00	0.00	[8]
15618	genus	Haloquadratum	1	2	2			2.00	0.00	[2, 2]
15619	genus	Methanohalophilus	2	1	3			2.00	1.00	[3, 1]
15620	genus	Haliscomenobacter	1	2	2			2.00	0.00	[2]
15621	genus	Erwinia	8	1	7			6.25	1.98	[7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7]
15622	genus	Thermoanaerobacterium	3	5	5			5.00	0.00	[5, 5, 5, 5, 5]
15623	genus	Auricoccus	1	4	4			4.00	0.00	[4]
15624	genus	Thioalkalivibrio	5	1	1			1.00	0.00	[1, 1, 1, 1, 1]
15625	genus	Methanosphaera	2	2	4			3.00	1.00	[2, 4]
15626	genus	Candidatus Hamiltonella	1	3	3			3.00	0.00	[3]
15627	genus	Methanosalsum	1	3	3			3.00	0.00	[3]
15628	genus	Candidatus Methanomethylophilus	1	1	1			1.00	0.00	[1]
15629	genus	Lachnoclostridium	5	4	8			5.60	1.36	[6, 5, 4, 8, 5]
15630	genus	Christensenella	1	3	3			3.00	0.00	[3]
15631	genus	Candidatus Puniceispirillum	1	1	1			1.00	0.00	[1]
15632	genus	Oceanithermus	1	2	2			2.00	0.00	[2]
15633	genus	Gloeocapsa	1	2	2			2.00	0.00	[2]
15634	genus	Anabaena	3	4	5			4.67	0.47	[4, 5, 5]
