id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
15635	genus	Methanocaldococcus	6	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
15636	genus	Atopobium	1	1	1			1.00	0.00	[1]
15637	genus	Nitrosospira	3	1	1			1.00	0.00	[1, 1, 1]
15638	genus	Alistipes	1	2	2			2.00	0.00	[2]
15639	genus	Haemophilus	7	6	7			6.00	0.01	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15640	genus	Tetragenococcus	1	5	5			5.00	0.00	[5, 5, 5]
15641	genus	Nitratifractor	1	2	2			2.00	0.00	[2]
15642	genus	Ferroplasma	2	1	1			1.00	0.00	[1, 1]
15643	genus	Magnetospira	1	2	2			2.00	0.00	[2]
15644	genus	Snodgrassella	1	4	4			4.00	0.00	[4]
15645	genus	Entomoplasma	4	1	2			1.50	0.50	[2, 1, 1, 2]
15646	genus	Desulfobacca	1	1	1			1.00	0.00	[1]
15647	genus	Prauserella	1	3	3			3.00	0.00	[3]
15648	genus	Thermoclostridium	1	3	3			3.00	0.00	[3, 3, 3, 3]
15649	genus	Shigella	2	7	7			7.00	0.00	[7, 7]
15650	genus	Pasteurella	2	1	6			5.92	0.08	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 1, 6, 6, 6, 6, 6, 6, 6]
15651	genus	Algoriphagus	1	3	3			3.00	0.00	[3]
15652	genus	Singulisphaera	1	8	8			8.00	0.00	[8]
15653	genus	Lactobacillus	57	1	11			5.02	1.31	[1, 6, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 6, 6, 6, 5, 8, 4, 7, 7, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 6, 4, 4, 4, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 7, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4, 6, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 4, 6, 6, 5, 4, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 9, 9, 9, 8, 11, 10, 8, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 4, 4, 5, 7, 7, 8, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 3, 4, 4, 5]
15654	genus	Porphyrobacter	3	1	2			1.33	0.47	[2, 1, 1]
15655	genus	Stanieria	2	2	2			2.00	0.00	[2, 2]
15656	genus	Desulfosporosinus	3	8	11			9.33	1.25	[11, 9, 8]
15657	genus	Thermoproteus	2	1	1			1.00	0.00	[1, 1, 1]
15658	genus	Desulfurobacterium	1	2	2			2.00	0.00	[2]
15659	genus	Actinopolyspora	1	5	5			5.00	0.00	[5]
15660	genus	Candidatus Paracaedibacter	1	2	2			2.00	0.00	[2]
15661	genus	Cyanobium	2	2	3			2.50	0.50	[2, 3]
15662	genus	Paraphotobacterium	1	9	9			9.00	0.00	[9]
15663	genus	Ignavibacterium	1	1	1			1.00	0.00	[1]
15664	genus	Runella	2	2	3			2.50	0.50	[2, 3]
15665	genus	Paucimonas	1	5	5			5.00	0.00	[5]
15666	genus	Pyrolobus	1	1	1			1.00	0.00	[1]
15667	genus	Nitrosopumilus	2	1	1			1.00	0.00	[1, 1]
15668	genus	Pyrodictium	1	1	1			1.00	0.00	[1]
15669	genus	Idiomarina	4	4	4			4.00	0.00	[4, 4, 4, 4, 4]
15670	genus	Flavonifractor	1	2	2			2.00	0.00	[2]
15671	genus	Wigglesworthia	1	2	2			2.00	0.00	[2, 2]
15672	genus	Gemmatimonas	2	1	2			1.50	0.50	[1, 2]
15673	genus	Aciduliprofundum	2	1	1			1.00	0.00	[1, 1]
15674	genus	Immundisolibacter	1	1	1			1.00	0.00	[1]
15675	genus	Chlorobaculum	3	2	2			2.00	0.00	[2, 2, 2]
15676	genus	Caldilinea	1	2	2			2.00	0.00	[2]
15677	genus	Sphingomonas	15	1	4			2.20	0.65	[2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2]
15678	genus	Lactococcus	4	4	7			4.74	0.81	[4, 5, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6]
15679	genus	Aquifex	2	2	6			4.00	2.00	[2, 6]
15680	genus	Mahella	1	3	3			3.00	0.00	[3]
15681	genus	Rufibacter	3	2	4			3.00	0.82	[4, 3, 2]
15682	genus	Devosia	3	2	2			2.00	0.00	[2, 2, 2]
15683	genus	Pluralibacter	2	7	7			7.00	0.00	[7, 7, 7, 7]
15684	genus	Ammonifex	1	2	2			2.00	0.00	[2]
15685	genus	Thermodesulfobacterium	2	1	1			1.00	0.00	[1, 1]
15686	genus	Sandaracinus	1	2	2			2.00	0.00	[2]
15687	genus	Blastochloris	1	3	3			3.00	0.00	[3, 3, 3]
15688	genus	Tolumonas	1	8	8			8.00	0.00	[8]
15689	genus	Amphibacillus	1	6	6			6.00	0.00	[6]
15690	genus	Acetohalobium	1	5	5			5.00	0.00	[5]
15691	genus	Acidianus	4	1	1			1.00	0.00	[1, 1, 1, 1]
15692	genus	Geoalkalibacter	1	3	3			3.00	0.00	[3]
15693	genus	Eubacterium	3	5	8			6.00	1.41	[5, 5, 5, 5, 8]
15694	genus	Pseudarthrobacter	3	4	5			4.67	0.47	[5, 5, 4]
15695	genus	Thermococcus	28	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15696	genus	Paracoccus	10	2	4			2.60	0.66	[3, 2, 3, 3, 3, 2, 2, 4, 3, 2, 2]
15697	genus	Agarilytica	1	3	3			3.00	0.00	[3]
15698	genus	Actinotignum	2	2	3			2.50	0.50	[2, 3]
15699	genus	Spirochaeta	3	2	3			2.50	0.41	[3, 2, 2, 2, 3]
15700	genus	Flavobacterium	18	1	13			4.63	1.44	[6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 6, 7, 6, 5, 3, 3, 3, 5, 3, 4, 3, 5, 4, 13, 6, 7, 4, 5, 6, 6, 3]
15701	genus	Marinitoga	2	3	3			3.00	0.00	[3, 3]
15702	genus	Kribbella	1	2	2			2.00	0.00	[2]
15703	genus	Ruminococcus	2	4	4			4.00	0.00	[4, 4]
15704	genus	Candidatus Methylopumilus	2	1	2			1.50	0.50	[2, 1]
15705	genus	Flavisolibacter	1	3	3			3.00	0.00	[3]
15706	genus	Oscillibacter	1	3	3			3.00	0.00	[3]
15707	genus	Acidiferrobacter	1	1	1			1.00	0.00	[1]
15708	genus	Thermotoga	10	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15709	genus	Enterobacter	23	6	10			7.94	0.63	[8, 9, 8, 8, 7, 8, 8, 10, 7, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8]
15710	genus	Nitrobacter	2	1	1			1.00	0.00	[1, 1]
15711	genus	Gemmatirosa	1	2	2			2.00	0.00	[2]
15712	genus	Thiocystis	1	3	3			3.00	0.00	[3]
15713	genus	Piscirickettsia	1	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15714	genus	Leptospira	7	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15715	genus	Desulfurococcus	3	1	1			1.00	0.00	[1, 1, 1, 1]
15716	genus	Polynucleobacter	5	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15717	genus	Akkermansia	2	3	3			3.00	0.00	[3, 3, 3]
15718	genus	Microbulbifer	4	3	5			3.75	0.83	[3, 4, 3, 5]
15719	genus	Propionibacterium	2	2	3			2.50	0.50	[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15720	genus	Actinoplanes	5	3	6			5.00	1.26	[6, 3, 6, 6, 6, 4]
15721	genus	Lawsonia	1	2	2			2.00	0.00	[2, 2]
15722	genus	Candidatus Nitrosopelagicus	1	1	1			1.00	0.00	[1]
15723	genus	Halalkalicoccus	1	1	1			1.00	0.00	[1]
15724	genus	Chondrocystis	1	3	3			3.00	0.00	[3]
15725	genus	Phenylobacterium	2	1	1			1.00	0.00	[1, 1]
15726	genus	Arachidicoccus	1	1	1			1.00	0.00	[1]
15727	genus	Leadbetterella	1	3	3			3.00	0.00	[3]
15728	genus	Kibdelosporangium	1	3	3			3.00	0.00	[3]
15729	genus	Elizabethkingia	5	4	5			4.80	0.40	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5]
15730	genus	Serratia	16	6	8			6.96	0.26	[7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15731	genus	Hydrogenovibrio	1	3	3			3.00	0.00	[3]
15732	genus	Arsenicicoccus	1	2	2			2.00	0.00	[2]
15733	genus	Flexistipes	1	2	2			2.00	0.00	[2]
15734	genus	Parasaccharibacter	1	1	1			1.00	0.00	[1]
15735	genus	Trueperella	1	1	3			2.17	0.00	[2, 1, 2, 2, 3, 3]
15736	genus	Desulfotomaculum	4	5	9			7.50	1.50	[5, 8, 8, 9]
15737	genus	Thermaerobacter	1	2	2			2.00	0.00	[2]
15738	genus	Steroidobacter	1	1	1			1.00	0.00	[1]
15739	genus	Nodularia	1	4	4			4.00	0.00	[4, 4]
15740	genus	Plesiomonas	1	11	13			12.00	0.00	[13, 11]
15741	genus	Pseudomonas	88	1	9			5.60	1.09	[6, 5, 5, 5, 6, 6, 5, 6, 7, 5, 7, 4, 9, 7, 6, 5, 6, 5, 6, 5, 6, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 7, 5, 5, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 6, 7, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 5, 6, 6, 5, 6, 7, 7, 7, 7, 5, 5, 5, 6, 7, 7, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 7, 6, 7, 7, 7, 6, 8, 6, 6, 7, 5, 7, 6, 7, 5, 7, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5, 6, 6, 3, 4, 6, 3, 4, 4, 4, 4, 4, 6, 6, 7, 7, 8, 7, 5, 5, 8, 5, 5, 4, 4, 4, 4, 5, 5, 7, 4, 5, 4, 7, 6, 4, 7, 7, 6, 6, 7, 6]
15742	genus	Cyclobacterium	2	3	4			3.50	0.50	[3, 4]
15743	genus	Desulfuromonas	2	2	2			2.00	0.00	[2, 2]
15744	genus	Gemmata	2	3	5			4.00	1.00	[3, 5]
15745	genus	Halothece	1	3	3			3.00	0.00	[3]
15746	genus	Labilithrix	1	4	4			4.00	0.00	[4]
15747	genus	Aneurinibacillus	2	11	17			14.00	3.00	[17, 11]
15748	genus	Caldimicrobium	1	1	1			1.00	0.00	[1]
15749	genus	Thiomicrospira	2	2	2			2.00	0.00	[2, 2]
15750	genus	Agromyces	2	2	3			2.50	0.50	[3, 2]
15751	genus	Hoeflea	1	1	1			1.00	0.00	[1]
15752	genus	Mariniflexile	1	2	2			2.00	0.00	[2]
15753	genus	Hydrogenophaga	3	1	2			1.67	0.47	[2, 1, 2]
15754	genus	Paenibacillus	37	6	15			10.21	1.75	[15, 12, 13, 14, 12, 13, 15, 14, 11, 12, 13, 14, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 10, 9, 10, 13, 10, 10, 12, 10, 10, 9, 9, 11, 10, 9, 10, 9, 10, 10, 13, 14, 13, 11, 6, 11, 10, 9, 9, 13, 10, 12, 12, 10, 8, 10, 10]
15755	genus	Novosphingobium	6	3	5			3.33	0.75	[3, 3, 3, 3, 5, 3]
15756	genus	Melioribacter	1	1	1			1.00	0.00	[1]
15757	genus	Deferribacter	1	2	2			2.00	0.00	[2]
15758	genus	Neisseria	14	1	5			3.72	0.80	[3, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
15759	genus	Flavivirga	1	2	2			2.00	0.00	[2]
15760	genus	Mesorhizobium	8	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15761	genus	Beggiatoa	1	2	2			2.00	0.00	[2, 2]
15762	genus	Halorhabdus	2	1	1			1.00	0.00	[1, 1]
15763	genus	Terriglobus	6	1	2			1.17	0.37	[1, 1, 1, 2, 2, 2, 2, 1, 1]
15764	genus	Caldivirga	1	1	1			1.00	0.00	[1]
15765	genus	Neorhizobium	2	3	4			3.50	0.50	[3, 3, 4]
15766	genus	Methylovulum	1	1	1			1.00	0.00	[1]
15767	genus	Acaryochloris	1	2	2			2.00	0.00	[2]
15768	genus	Persicobacter	1	3	3			3.00	0.00	[3]
15769	genus	Leptotrichia	4	4	5			4.75	0.43	[4, 5, 5, 5]
15770	genus	Jonesia	1	5	5			5.00	0.00	[5, 5, 5]
15771	genus	Candidatus Fokinia	1	1	1			1.00	0.00	[1]
15772	genus	Sinomonas	1	4	4			4.00	0.00	[4]
15773	genus	Microvirga	2	3	4			3.50	0.50	[4, 3]
15774	genus	Sporosarcina	5	7	10			8.60	0.80	[8, 9, 7, 8, 8, 9, 10, 8]
15775	genus	Halotalea	1	6	6			6.00	0.00	[6]
15776	genus	Yersinia	13	6	9			6.99	0.13	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 6, 6, 6, 7, 6, 6, 7, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15777	genus	Flagellimonas	1	2	2			2.00	0.00	[2]
15778	genus	Candidatus Desulforudis	1	2	2			2.00	0.00	[2]
15779	genus	Sulfurifustis	1	1	1			1.00	0.00	[1]
15780	genus	Halobiforma	1	3	3			3.00	0.00	[3]
15781	genus	Halostagnicola	1	2	2			2.00	0.00	[2]
15782	genus	Yangia	2	5	5			5.00	0.00	[5, 5]
15783	genus	Fischerella	1	4	4			4.00	0.00	[4]
15784	genus	Vulgatibacter	1	3	3			3.00	0.00	[3]
15785	genus	Granulibacter	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15786	genus	Acidaminococcus	2	3	6			4.50	1.50	[6, 3]
15787	genus	Paludibacter	1	3	3			3.00	0.00	[3]
15788	genus	Salinispora	2	3	3			3.00	0.00	[3, 3]
15789	genus	Alkalitalea	1	4	4			4.00	0.00	[4]
15790	genus	Exiguobacterium	6	9	10			9.17	0.37	[9, 9, 9, 10, 9, 9]
15791	genus	Jannaschia	1	1	1			1.00	0.00	[1]
15792	genus	Candidatus Cardinium	3	1	1			1.00	0.00	[1, 1, 1]
15793	genus	Kineococcus	1	4	4			4.00	0.00	[4]
15794	genus	Odoribacter	1	4	4			4.00	0.00	[4, 4]
15795	genus	Sedimenticola	1	2	2			2.00	0.00	[2]
15796	genus	Pelobacter	4	2	4			3.25	0.83	[4, 3, 2, 4]
15797	genus	Mycolicibacterium	13	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15798	genus	Prosthecochloris	4	1	2			1.75	0.43	[2, 2, 2, 1]
15799	genus	Sinorhizobium	6	2	3			2.99	0.01	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15800	genus	Microcella	1	1	1			1.00	0.00	[1]
15801	genus	Lacunisphaera	1	1	1			1.00	0.00	[1]
15802	genus	Sanguibacter	1	4	4			4.00	0.00	[4]
15803	genus	Verrucosispora	1	3	3			3.00	0.00	[3]
15804	genus	Allofrancisella	1	3	3			3.00	0.00	[3]
15805	genus	Alicycliphilus	1	3	3			3.00	0.00	[3, 3]
15806	genus	Simonsiella	1	5	5			5.00	0.00	[5]
15807	genus	Stackebrandtia	1	2	2			2.00	0.00	[2]
15808	genus	Geoglobus	2	1	1			1.00	0.00	[1, 1]
15809	genus	Mucilaginibacter	3	2	3			2.67	0.47	[3, 3, 2]
15810	genus	Coriobacterium	1	2	2			2.00	0.00	[2]
15811	genus	Maritalea	1	2	2			2.00	0.00	[2]
15812	genus	Colwellia	6	6	9			7.00	1.41	[6, 9, 6, 6, 9, 6]
15813	genus	Pseudorhodoplanes	1	1	1			1.00	0.00	[1]
15814	genus	Carboxydocella	1	5	5			5.00	0.00	[5, 5]
15815	genus	Candidatus Planktophila	6	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15816	genus	Turneriella	1	2	2			2.00	0.00	[2]
15817	genus	Thermacetogenium	1	3	3			3.00	0.00	[3]
15818	genus	Thiobacillus	1	2	2			2.00	0.00	[2]
15819	genus	Erythrobacter	8	1	2			1.25	0.43	[1, 1, 2, 1, 1, 2, 1, 1, 1]
15820	genus	Oleispira	1	5	5			5.00	0.00	[5]
15821	genus	Marinilactibacillus	1	4	4			4.00	0.00	[4]
15822	genus	Candidatus Koribacter	1	1	1			1.00	0.00	[1]
15823	genus	Hyperthermus	1	1	1			1.00	0.00	[1]
15824	genus	Fervidobacterium	3	2	2			2.00	0.00	[2, 2, 2, 2]
15825	genus	Isosphaera	1	3	3			3.00	0.00	[3]
15826	genus	Fimbriimonas	1	2	2			2.00	0.00	[2]
15827	genus	Starkeya	1	1	1			1.00	0.00	[1]
15828	genus	Truepera	1	2	2			2.00	0.00	[2]
15829	genus	Cycloclasticus	3	1	2			1.33	0.47	[1, 1, 2]
15830	genus	Desulfurispirillum	1	3	3			3.00	0.00	[3]
15831	genus	Rathayibacter	2	2	2			2.00	0.00	[2, 2, 2]
15832	genus	Parageobacillus	1	10	10			10.00	0.00	[10, 10, 10, 10]
15833	genus	Malacobacter	2	6	6			6.00	0.00	[6, 6]
15834	genus	Microbacterium	14	1	3			2.00	0.38	[2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]
15835	genus	Pectobacterium	5	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15836	genus	Cellulosilyticum	1	11	11			11.00	0.00	[11]
15837	genus	Methylophilus	1	2	2			2.00	0.00	[2]
15838	genus	Aromatoleum	1	4	4			4.00	0.00	[4]
15839	genus	Pseudoxanthomonas	2	1	2			1.25	0.25	[1, 2, 1]
15840	genus	Sphingopyxis	9	1	2			1.11	0.31	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
15841	genus	Anderseniella	1	1	1			1.00	0.00	[1]
15842	genus	Fictibacillus	2	7	7			7.00	0.00	[7, 7]
15843	genus	Negativicoccus	1	4	4			4.00	0.00	[4]
15844	genus	Moorea	1	2	2			2.00	0.00	[2]
15845	genus	Carnobacterium	4	6	8			7.50	0.87	[8, 8, 8, 6]
15846	genus	Phaeobacter	5	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
15847	genus	Candidatus Izimaplasma	1	1	1			1.00	0.00	[1]
15848	genus	Variovorax	4	2	3			2.25	0.43	[2, 2, 2, 2, 2, 3]
15849	genus	Endomicrobium	2	1	1			1.00	0.00	[1, 1]
15850	genus	Brevefilum	1	1	1			1.00	0.00	[1]
15851	genus	Magnetococcus	1	3	3			3.00	0.00	[3]
15852	genus	Magnetospirillum	4	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
15853	genus	Scardovia	1	2	2			2.00	0.00	[2]
15854	genus	Dactylococcopsis	1	3	3			3.00	0.00	[3]
15855	genus	Bosea	4	1	2			1.75	0.43	[2, 2, 2, 1]
15856	genus	Caldanaerobacter	1	4	4			4.00	0.00	[4]
15857	genus	Candidatus Cloacimonas	1	2	2			2.00	0.00	[2]
15858	genus	Halobacteroides	1	5	5			5.00	0.00	[5]
15859	genus	Aliivibrio	3	7	12			10.33	2.36	[12, 12, 7]
15860	genus	Listeria	6	1	6			5.94	0.14	[6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15861	genus	Methanococcus	4	2	4			2.71	0.82	[4, 2, 2, 3, 3, 3, 3, 2, 3]
15862	genus	Desulfocapsa	1	3	3			3.00	0.00	[3]
15863	genus	Desulfomicrobium	2	2	2			2.00	0.00	[2, 2]
15864	genus	Candidatus Hoaglandella	1	1	1			1.00	0.00	[1]
15865	genus	Candidatus Kuenenia	1	1	1			1.00	0.00	[1]
15866	genus	Salinispira	1	2	2			2.00	0.00	[2]
15867	genus	Methanobrevibacter	6	2	3			2.17	0.37	[3, 2, 2, 2, 2, 2, 2]
15868	genus	Hymenobacter	8	2	4			2.88	0.60	[4, 2, 3, 3, 3, 3, 2, 3]
15869	genus	Polaromonas	2	1	2			1.50	0.50	[1, 2]
15870	genus	Halopenitus	1	2	2			2.00	0.00	[2]
15871	genus	Thermodesulfovibrio	1	1	1			1.00	0.00	[1]
15872	genus	Methanohalobium	1	2	2			2.00	0.00	[2]
15873	genus	Sulfurospirillum	8	2	4			2.75	0.66	[2, 3, 3, 2, 3, 4, 2, 3]
